word,level,locked,verdict,ear_notes,round,listen_context,voice,lang,speed,lead_ms,tail_ms,fade_ms,phoneme,period,onset_trim,trim_ms,bright_head_ms,head_trim_ms,skip_burst,carrier_text,carrier_cut_mode,energy_margin_ms,energy_floor_db,energy_gap_ms,asr_start_s,asr_end_s,asr_guard_lead_ms,asr_guard_tail_ms,byte_pin_sha256
rash,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
rich,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
rush,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sash,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
she,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
shed,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
shin,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
ship,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
shop,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
shut,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
such,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
wash,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
wish,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
back,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
bath,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
buck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
deck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
dock,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
duck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
fang,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
gong,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
hang,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
kick,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
king,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
lick,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
lock,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
long,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
luck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
lung,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
math,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
moth,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
muck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
neck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
pack,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
path,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
peck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
pick,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
puck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
rang,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
ring,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
rock,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
rung,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sack,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sang,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sick,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sing,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sock,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
song,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sung,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
tack,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
that,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
the,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
them,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
then,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
thin,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
this,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
thud,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
tick,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
tuck,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
was,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
what,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
when,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
whip,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
wick,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
wing,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
with,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
pat,2,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
dam,2,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
nag,2,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sap,2,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
vat,2,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
tin,3,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
rig,3,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
rob,3,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sob,3,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
mob,3,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
cop,3,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
dim,3,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
bet,4,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
keg,4,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
hem,4,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
nun,4,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
pun,4,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
jut,4,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
gut,4,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
hub,4,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
fax,5,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
nix,5,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
vex,5,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sax,5,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
cod,5,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
gob,5,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
bash,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
gash,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
gush,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
lash,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
lush,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
posh,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
sham,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
shun,6,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
whim,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
wham,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
bang,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
hung,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
ding,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
ping,7,no,,,,,af_heart,en-us,0.85,80,300,10,,no,no,0,0,0,no,,none,,,,,,,,
